,Name,Author,User Rating,Reviews,Price,Year,Genre,Quantity
255,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13,2011,Non Fiction,4
256,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13,2012,Non Fiction,3
257,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,1831,9,2017,Non Fiction,6
258,Origin: A Novel (Robert Langdon),Dan Brown,4.3,18904,13,2017,Fiction,6
259,Orphan Train,Christina Baker Kline,4.6,21930,11,2014,Fiction,3
260,Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20,2009,Non Fiction,5
261,Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20,2010,Non Fiction,1
262,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,2018,Non Fiction,5
263,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,2019,Non Fiction,4
264,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Rick Riordan,4.8,548,2,2010,Fiction,4
265,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2017,Fiction,3
266,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2018,Fiction,6
267,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2019,Fiction,1
268,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,3503,9,2016,Fiction,2
269,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10,2012,Non Fiction,6
270,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10,2013,Non Fiction,5
271,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2009,Non Fiction,9
272,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2010,Non Fiction,8
273,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2011,Non Fiction,4
274,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2012,Non Fiction,8
275,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2013,Non Fiction,5
276,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2014,Non Fiction,1
277,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2015,Non Fiction,8
278,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2016,Non Fiction,5
279,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2017,Non Fiction,8
280,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2018,Non Fiction,4
281,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4757,4,2017,Fiction,1
282,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,20,2012,Non Fiction,7
283,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,7,2013,Non Fiction,2
284,Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985,9,2010,Non Fiction,1
285,Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985,9,2011,Non Fiction,1
286,Ready Player One: A Novel,Ernest Cline,4.6,22536,12,2017,Fiction,7
287,Ready Player One: A Novel,Ernest Cline,4.6,22536,12,2018,Fiction,4
288,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,7150,12,2013,Fiction,3
289,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,3836,12,2014,Fiction,4
290,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,2018,Non Fiction,5
291,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,2019,Non Fiction,5
292,Sarah's Key,Tatiana de Rosnay,4.6,3619,10,2010,Fiction,3
293,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6,2018,Non Fiction,2
294,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6,2019,Non Fiction,4
295,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366,9,2015,Non Fiction,6
296,Sh*t My Dad Says,Justin Halpern,4.7,1265,11,2010,Non Fiction,9
297,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923,16,2018,Non Fiction,3
298,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,4.1,2272,6,2013,Non Fiction,9
299,Sookie Stackhouse,Charlaine Harris,4.7,973,25,2009,Fiction,6
300,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Zhi Gang Sha,4.6,220,17,2013,Non Fiction,5
301,Steve Jobs,Walter Isaacson,4.6,7827,20,2011,Non Fiction,1
302,Steve Jobs,Walter Isaacson,4.6,7827,20,2012,Non Fiction,8
303,Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,6,2019,Fiction,6
304,StrengthsFinder 2.0,Gallup,4.0,5069,17,2009,Non Fiction,6
305,StrengthsFinder 2.0,Gallup,4.0,5069,17,2010,Non Fiction,7
306,StrengthsFinder 2.0,Gallup,4.0,5069,17,2011,Non Fiction,9
307,StrengthsFinder 2.0,Gallup,4.0,5069,17,2012,Non Fiction,3
308,StrengthsFinder 2.0,Gallup,4.0,5069,17,2013,Non Fiction,8
309,StrengthsFinder 2.0,Gallup,4.0,5069,17,2014,Non Fiction,9
310,StrengthsFinder 2.0,Gallup,4.0,5069,17,2015,Non Fiction,6
311,StrengthsFinder 2.0,Gallup,4.0,5069,17,2016,Non Fiction,3
312,StrengthsFinder 2.0,Gallup,4.0,5069,17,2017,Non Fiction,1
313,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,4.5,1583,18,2009,Non Fiction,8
314,Switch: How to Change Things When Change Is Hard,Chip Heath,4.6,1907,13,2010,Non Fiction,2
315,Sycamore Row (Jake Brigance),John Grisham,4.5,23114,18,2013,Fiction,3
316,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637,20,2010,Non Fiction,1
317,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637,20,2011,Non Fiction,2
318,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,4.3,2314,22,2011,Non Fiction,9
319,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,4.3,4587,21,2011,Non Fiction,4
320,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2010,Non Fiction,6
321,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2011,Non Fiction,5
322,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2012,Non Fiction,4
323,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2013,Non Fiction,5
324,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2014,Non Fiction,9
325,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2015,Non Fiction,5
326,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2016,Non Fiction,8
327,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2017,Non Fiction,4
328,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2018,Non Fiction,4
329,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2019,Non Fiction,9
330,The 5000 Year Leap,W. Cleon Skousen,4.8,1680,12,2009,Non Fiction,4
331,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2009,Non Fiction,9
332,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2011,Non Fiction,4
333,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2012,Non Fiction,9
334,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2013,Non Fiction,9
335,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2015,Non Fiction,3
336,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2016,Non Fiction,8
337,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2017,Non Fiction,1
338,The Alchemist,Paulo Coelho,4.7,35799,39,2014,Fiction,2
339,The Amateur,Edward Klein,4.6,2580,9,2012,Non Fiction,2
340,The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10,2010,Fiction,4
341,The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10,2011,Fiction,3
342,The Big Short: Inside the Doomsday Machine,Michael Lewis,4.7,3536,17,2010,Non Fiction,7
343,The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600,11,2014,Fiction,4
344,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,4.2,1789,14,2012,Non Fiction,8
345,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,12,2019,Non Fiction,9
346,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.7,858,53,2009,Non Fiction,1
347,The Book Thief,Markus Zusak,4.6,23148,6,2013,Fiction,2
348,The Book Thief,Markus Zusak,4.6,23148,6,2014,Fiction,2
349,The Book with No Pictures,B. J. Novak,4.8,8081,8,2014,Fiction,6
350,The Book with No Pictures,B. J. Novak,4.8,8081,8,2015,Fiction,5
351,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2014,Non Fiction,5
352,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2015,Non Fiction,5
353,The Casual Vacancy,J.K. Rowling,3.3,9372,12,2012,Fiction,9
354,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,4.7,4633,21,2011,Non Fiction,3
355,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2018,Non Fiction,2
356,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2019,Non Fiction,6
357,The Confession: A Novel,John Grisham,4.3,3523,13,2010,Fiction,5
358,The Constitution of the United States,Delegates of the Constitutional,4.8,2774,0,2016,Non Fiction,3
359,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,4.4,440,11,2010,Non Fiction,2
360,The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2013,Fiction,4
361,The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2014,Fiction,1
362,The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2015,Fiction,6
363,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,4.1,2023,15,2011,Non Fiction,1
364,The Elegance of the Hedgehog,Muriel Barbery,4.0,1859,11,2009,Fiction,7
365,The Fault in Our Stars,John Green,4.7,50482,13,2012,Fiction,5
366,The Fault in Our Stars,John Green,4.7,50482,13,2013,Fiction,6
367,The Fault in Our Stars,John Green,4.7,50482,7,2014,Fiction,6
368,The Fault in Our Stars,John Green,4.7,50482,13,2014,Fiction,5
369,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2009,Non Fiction,3
370,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2010,Non Fiction,6
371,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2011,Non Fiction,4
372,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2012,Non Fiction,3
373,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2013,Non Fiction,6
374,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.6,803,9,2009,Non Fiction,3
375,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2013,Non Fiction,1
376,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2015,Non Fiction,8
377,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2016,Non Fiction,4
378,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2017,Non Fiction,8
379,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2018,Non Fiction,3
380,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2019,Non Fiction,1
381,The Getaway,Jeff Kinney,4.8,5836,0,2017,Fiction,1
382,The Girl on the Train,Paula Hawkins,4.1,79446,18,2015,Fiction,3
383,The Girl on the Train,Paula Hawkins,4.1,79446,7,2016,Fiction,5
384,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747,14,2010,Fiction,6
385,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747,14,2011,Fiction,1
386,The Girl Who Played with Fire (Millennium Series),Stieg Larsson,4.7,7251,9,2010,Fiction,5
387,The Girl Who Played with Fire (Millennium),Stieg Larsson,4.7,7251,16,2009,Fiction,9
388,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559,2,2009,Fiction,4
389,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559,2,2010,Fiction,8
390,The Going-To-Bed Book,Sandra Boynton,4.8,5249,5,2016,Fiction,3
391,The Going-To-Bed Book,Sandra Boynton,4.8,5249,5,2017,Fiction,3
392,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,20,2013,Fiction,3
393,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,20,2014,Fiction,4
394,The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2012,Fiction,9
395,The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,1
396,The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2014,Fiction,5
397,The Guardians: A Novel,John Grisham,4.5,13609,14,2019,Fiction,4
398,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.7,8587,10,2009,Fiction,7
399,The Handmaid's Tale,Margaret Atwood,4.3,29442,7,2017,Fiction,1
400,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,4.6,11098,13,2012,Fiction,5
401,The Hate U Give,Angie Thomas,4.8,9947,11,2018,Fiction,3
402,The Help,Kathryn Stockett,4.8,13871,6,2009,Fiction,1
403,The Help,Kathryn Stockett,4.8,13871,6,2010,Fiction,9
404,The Help,Kathryn Stockett,4.8,13871,8,2011,Fiction,5
405,The Help,Kathryn Stockett,4.8,13871,7,2011,Fiction,8
406,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,6982,14,2013,Fiction,5
407,The Hunger Games,Suzanne Collins,4.7,32122,14,2010,Fiction,7
408,The Hunger Games (Book 1),Suzanne Collins,4.7,32122,8,2011,Fiction,7
409,The Hunger Games (Book 1),Suzanne Collins,4.7,32122,8,2012,Fiction,8
410,The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,30,2011,Fiction,2
411,The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,30,2012,Fiction,6
412,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,13,2010,Non Fiction,4
413,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,9,2011,Non Fiction,5
414,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,9,2012,Non Fiction,3
415,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,7,2017,Non Fiction,3
416,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,7,2018,Non Fiction,8
417,The Last Lecture,Randy Pausch,4.7,4028,9,2009,Non Fiction,9
418,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,7,2009,Fiction,4
419,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,7,2010,Fiction,4
420,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,5396,20,2013,Fiction,6
421,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13,2011,Non Fiction,7
422,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13,2012,Non Fiction,6
423,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2015,Non Fiction,3
424,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2016,Non Fiction,8
425,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2017,Non Fiction,9
426,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2019,Non Fiction,4
427,The Litigators,John Grisham,4.4,6222,18,2011,Fiction,1
428,"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,4.8,4506,14,2010,Fiction,2
429,The Lost Symbol,Dan Brown,4.2,8747,19,2009,Fiction,2
430,The Love Dare,Stephen Kendrick,4.8,1655,13,2009,Non Fiction,6
431,The Magnolia Story,Chip Gaines,4.9,7861,5,2016,Non Fiction,4
432,"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,4.8,6247,10,2012,Fiction,3
433,The Martian,Andy Weir,4.7,39459,9,2015,Fiction,5
434,The Maze Runner (Book 1),James Dashner,4.5,10101,8,2014,Fiction,7
435,The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898,8,2018,Fiction,6
436,The Mueller Report,The Washington Post,4.6,2744,12,2019,Non Fiction,7
437,The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,2015,Fiction,3
438,The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,2016,Fiction,9
439,The Official SAT Study Guide,The College Board,4.4,1201,40,2010,Non Fiction,4
440,The Official SAT Study Guide,The College Board,4.4,1201,40,2011,Non Fiction,6
441,The Official SAT Study Guide,The College Board,4.4,1201,40,2012,Non Fiction,8
442,The Official SAT Study Guide,The College Board,4.4,1201,40,2013,Non Fiction,6
443,The Official SAT Study Guide,The College Board,4.4,1201,40,2014,Non Fiction,1
444,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,807,36,2016,Non Fiction,3
445,The Paris Wife: A Novel,Paula McLain,4.3,3759,16,2011,Fiction,5
446,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,2663,17,2013,Non Fiction,8
447,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,3428,14,2015,Non Fiction,4
448,The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,4.8,2876,21,2012,Non Fiction,1
449,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,18,2018,Non Fiction,9
450,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058,17,2018,Non Fiction,4
451,The Pout-Pout Fish,Deborah Diesen,4.8,9784,5,2017,Fiction,3
452,The Pout-Pout Fish,Deborah Diesen,4.8,9784,5,2018,Fiction,8
453,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,10795,21,2012,Non Fiction,4
454,The President Is Missing: A Novel,James Patterson,4.3,10191,18,2018,Fiction,6
455,The Racketeer,John Grisham,4.3,14493,18,2012,Fiction,2
456,"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,4.6,2186,12,2010,Fiction,4
457,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,4.6,1204,14,2010,Non Fiction,6
458,"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,4.8,2091,12,2012,Fiction,5
459,The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,8,2009,Fiction,3
460,The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,8,2017,Fiction,8
461,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,4.6,2122,0,2010,Fiction,4
462,The Silent Patient,Alex Michaelides,4.5,27536,14,2019,Fiction,6
463,"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,4.8,4290,10,2011,Fiction,4
464,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2017,Non Fiction,2
465,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2018,Non Fiction,8
466,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2019,Non Fiction,8
467,The Sun and Her Flowers,Rupi Kaur,4.7,5487,9,2017,Non Fiction,2
468,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,4.7,6377,7,2012,Fiction,1
469,"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,4.7,1463,10,2011,Fiction,6
470,The Time Traveler's Wife,Audrey Niffenegger,4.4,3759,6,2009,Fiction,3
471,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,3503,9,2009,Non Fiction,7
472,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,10,2019,Non Fiction,5
473,The Twilight Saga Collection,Stephenie Meyer,4.7,3801,82,2009,Fiction,1
474,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,4.8,3796,12,2010,Fiction,2
475,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,10,2019,Non Fiction,6
476,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2013,Fiction,2
477,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2014,Fiction,6
478,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2015,Fiction,8
479,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2016,Fiction,6
480,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2017,Fiction,1
481,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2018,Fiction,8
482,The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2019,Fiction,8
483,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2015,Non Fiction,7
484,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2016,Non Fiction,3
485,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2017,Non Fiction,5
486,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2016,Fiction,7
487,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2017,Fiction,3
488,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2018,Fiction,2
489,The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2019,Fiction,5
490,The Wonky Donkey,Craig Smith,4.8,30183,4,2018,Fiction,5
491,The Wonky Donkey,Craig Smith,4.8,30183,4,2019,Fiction,6
492,The Wright Brothers,David McCullough,4.7,6169,16,2015,Non Fiction,2
493,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,7034,15,2013,Non Fiction,5
494,"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,19,2011,Non Fiction,3
495,"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,19,2012,Non Fiction,7
496,Thirteen Reasons Why,Jay Asher,4.5,7932,9,2017,Fiction,3
497,Thomas Jefferson: The Art of Power,Jon Meacham,4.5,1904,23,2012,Non Fiction,5
498,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2009,Non Fiction,9
499,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2010,Non Fiction,8
500,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2014,Non Fiction,1
501,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2015,Non Fiction,3
502,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2016,Non Fiction,1
503,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2017,Non Fiction,9
504,Tina Fey: Bossypants,Tina Fey,4.3,5977,12,2011,Non Fiction,2
505,To Kill a Mockingbird,Harper Lee,4.8,26234,0,2013,Fiction,7
506,To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,6
507,To Kill a Mockingbird,Harper Lee,4.8,26234,0,2015,Fiction,9
508,To Kill a Mockingbird,Harper Lee,4.8,26234,0,2016,Fiction,1
509,To Kill a Mockingbird,Harper Lee,4.8,26234,7,2019,Fiction,8
510,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360,21,2017,Non Fiction,5
511,"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,4.8,2282,21,2010,Fiction,8
512,True Compass: A Memoir,Edward M. Kennedy,4.5,438,15,2009,Non Fiction,8
513,"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,4.7,11676,9,2009,Fiction,6
514,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,2586,5,2014,Fiction,4
